frame,frameTime,fps,cpuFrameTime,mainThreadTime,gpuFrameTime,drawCalls,batches,setPassCalls,triangles,gcAlloc,totalMemory,vramUsage,shadowCasters,savedByBatching
173,47.8671975433826,20.8911332043972,0,47.1588,48.0768,10824,9832,168,252195682,0.0577421188354492,7407.24545574188,3526.95483493805,4891,0
174,48.5406033694744,20.6013096373843,0,47.8436,47.14496,10259,9060,166,228703379,0.0576448440551758,7407.3345079422,3527.0468416214,4844,0
175,48.2693947851658,20.7170610787795,0,50.63,47.156224,10491,9229,165,241796529,0.0895347595214844,7407.2552728653,3527.01598453522,4800,0
176,47.0560006797314,21.2512747695266,0,45.9316,47.753216,10267,8879,165,211848473,0.0576066970825195,7414.76883029938,3527.12011051178,4763,0
177,47.2429990768433,21.1671574527571,0,46.9595,48.262144,10204,9221,162,227280008,0.0577306747436523,7407.27549648285,3527.07499790192,4704,0
178,46.5884990990162,21.4645249222274,0,47.4859,48.304128,9817,8390,162,216129983,0.0576562881469727,7407.35828495026,3527.18031024933,4655,0
179,46.7250011861324,21.4018186113346,0,46.481,46.934016,10016,8705,160,236465357,0.0576066970825195,7404.21395587921,3524.00431537628,4611,0
180,47.0871031284332,21.2372376629846,0,46.7009,47.151104,10067,9011,162,224643221,0.0576066970825195,7404.29469203949,3524.04944705963,4568,0
181,46.9553992152214,21.2968054092453,0,47.0223,46.475264,9886,8913,162,226657933,0.0576925277709961,7404.35999774933,3524.06332874298,4517,0
182,43.8551008701324,22.8023646088807,0,47.09,46.650368,9910,8802,157,211400150,0.0599184036254883,7404.35591220856,3524.0324716568,4468,0
183,44.142197817564,22.6540600477782,0,43.7477,46.982144,8886,8818,157,220617042,0.0576562881469727,7404.49956607819,3524.12447834015,4451,0
184,43.7507033348083,22.8567754064971,0,44.6885,46.918656,9776,8639,157,208959201,0.0576448440551758,7404.57651996613,3524.0914850235,4443,0
185,42.844396084547,23.3402753075723,0,43.0427,43.742208,9779,8781,157,187745941,0.0576925277709961,7404.6468744278,3524.19911670685,4411,0
186,42.2483049333096,23.669588675298,0,42.8773,44.061696,9697,8627,160,207617595,0.0576066970825195,7404.72678089142,3524.2286233902,4384,0
187,42.1454943716526,23.727328743179,0,42.2435,43.664384,9755,8784,160,212172378,0.0576066970825195,7404.79389286041,3524.25813007355,4371,0
188,42.6309034228325,23.4571618171342,0,41.9649,42.768384,9584,8433,159,206129832,0.0576562881469727,7404.88184070587,3524.2876367569,4363,0
189,43.1803986430168,23.1586560436195,0,42.7519,42.169344,9588,8597,160,207037824,0.0600042343139648,7404.82741641998,3524.24115467072,4372,0
190,43.3249995112419,23.0813620607317,0,43.1166,42.070016,9783,8767,163,223746747,0.0576066970825195,7404.92865276337,3524.27066135406,4374,0
191,43.4279963374138,23.0266207132952,0,43.5447,42.546176,9582,8491,161,217182594,0.0576066970825195,7404.7264547348,3524.30016803741,4368,0
192,43.0094040930271,23.2507290228214,0,43.4668,43.112448,9492,8470,160,209685746,0.0576448440551758,7404.77706241608,3524.39217472076,4369,0
193,43.1819036602974,23.1578488958426,0,42.9435,43.245568,9716,8762,157,217445781,0.0577421188354492,7404.81979846954,3524.43730640411,4395,0
194,43.3126986026764,23.0879172219994,0,43.0443,43.348992,9537,8375,153,177596905,0.0576066970825195,7404.88303470612,3524.45118808746,4430,0
195,44.4362014532089,22.5041737884143,0,43.5401,42.919936,9743,8725,153,230408865,0.0576066970825195,7404.95653247833,3524.48069477081,4432,0
196,44.7909943759441,22.3259164913086,0,44.2908,43.121664,9633,8310,147,219363874,0.0599565505981445,7404.96511173248,3524.44983768463,4482,0
197,45.6010065972805,21.9293404821383,0,44.8584,43.234304,10135,9140,147,242694103,0.0576925277709961,7405.11835575104,3524.54184436798,4547,0
198,46.0430979728699,21.7187818375999,0,45.3353,44.314624,10125,9024,149,220403286,0.0576562881469727,7405.07415103912,3524.50885105133,4599,0
199,46.1182966828346,21.6833680323715,0,46.0585,44.722176,10197,9114,149,234596484,0.0576066970825195,7405.23120975494,3524.60085773468,4658,0
200,46.5987026691437,21.4598249032837,0,46.4797,45.503488,10073,8656,155,217773473,0.0576066970825195,7405.2938451767,3524.56786441803,4723,0
201,46.4660003781319,21.5211120359442,0,46.5605,45.975552,10482,9405,159,229999120,0.0576925277709961,7405.3805475235,3524.67549610138,4787,0
202,46.4858002960682,21.5119454463728,0,46.1815,45.986816,10320,8930,160,223388156,0.0576066970825195,7405.43981838226,3524.62687778473,4840,0
203,48.1498017907143,20.7685174769058,0,46.7669,46.51008,10442,9091,160,242772528,0.0599679946899414,7405.53537464142,3524.73664569855,4879,0
204,47.9972995817661,20.8345054558006,0,48.1479,46.353408,10599,9147,159,233457337,0.0576448440551758,7405.62205410004,3524.7661523819,4949,0
205,48.7936995923519,20.4944492496884,0,48.1254,46.370816,10933,9759,160,227538328,0.0577306747436523,7405.60416507721,3524.71753406525,5019,0
206,48.1375008821487,20.7738245998317,0,48.6004,48.028672,10781,9572,160,218876288,0.0576448440551758,7405.75619602203,3524.8095407486,5071,0
207,49.0123927593231,20.4030030712953,0,47.9829,47.650816,11105,9853,153,242400173,0.0576066970825195,7405.84584712982,3524.77654743195,5121,0
208,48.6422069370747,20.5582777379661,0,49.3924,48.94208,11017,9541,156,208400330,0.0576562881469727,7405.86439228058,3524.8060541153,5181,0
209,48.821497708559,20.4827800648297,0,48.3279,48.017408,11253,9996,157,222022904,0.0576925277709961,7406.04593372345,3524.89806079865,5227,0
210,49.6102944016457,20.157106746918,0,48.7087,48.909312,11100,9737,156,225321277,0.0599184036254883,7413.02118682861,3524.91582202911,5292,0
211,49.4875982403755,20.2070828966626,0,49.7766,48.531456,11363,9979,158,226157487,0.0576066970825195,7406.21239566803,3524.95921039581,5332,0
212,50.4548028111458,19.8197187241626,0,49.4098,48.748544,11470,10024,158,215993432,0.0577821731567383,7413.18883705139,3524.97483539581,5354,0
213,49.8331971466541,20.066944471917,0,50.5331,49.5104,11760,10717,157,254287297,0.0578794479370117,7406.35003185272,3524.95599079132,5367,0
214,52.201297134161,19.1566120939472,0,49.9875,49.399808,11534,10140,156,232082523,0.057744026184082,7406.44473361969,3525.04813098907,5379,0
215,49.9242059886456,20.0303636321714,0,52.2744,50.33984,11829,10642,151,231542727,0.057744026184082,7406.51590061188,3525.01527118683,5406,0
216,50.2101965248585,19.9162733709857,0,49.7252,49.764352,11596,10143,150,237064230,0.0601415634155273,7406.52067661285,3525.04704761505,5433,0
217,50.2193011343479,19.9126626100346,0,50.1524,52.10624,11756,10272,151,239792977,0.0577936172485352,7406.67184925079,3525.13918781281,5447,0
218,49.9294996261597,20.0282399681023,0,50.2798,49.830912,11730,10326,151,224704408,0.057744026184082,7406.74562549591,3525.18445301056,5452,0
219,50.1956976950169,19.9220261082111,0,50.1166,50.115584,11543,10169,147,224974955,0.0578298568725586,7406.82363605499,3525.19846820831,5446,0
220,50.3867976367474,19.8464686565176,0,50.0165,49.88928,11612,10192,147,244490846,0.0577821731567383,7413.40785884857,3525.21409320831,5453,0
221,50.3893010318279,19.8454826624477,0,50.4794,50.057216,11942,10778,150,239794537,0.0577936172485352,7406.97648334503,3525.27337360382,5456,0
222,50.0329993665218,19.986808959311,0,50.2963,50.103296,11573,10158,152,203320563,0.0601415634155273,7406.97300434113,3525.22702503204,5437,0
223,50.2050034701824,19.9183334504482,0,50.0728,50.322432,11801,10642,155,224578607,0.057744026184082,7407.12907505035,3525.3347902298,5430,0
224,50.5215004086494,19.7935530796072,0,50.1284,50.272256,11466,10084,155,223263681,0.0577821731567383,7407.20516300201,3525.36443042755,5416,0
225,50.7736951112747,19.6952378157315,0,50.3564,49.957888,11690,10522,163,221364753,0.0578794479370117,7407.27241611481,3525.39407062531,5408,0
226,51.2598976492882,19.5084275595288,0,50.8023,50.097152,11452,10099,163,233965647,0.057744026184082,7415.26497268677,3525.39407062531,5390,0
227,51.7645068466663,19.318256097023,0,51.4598,50.440192,11444,10158,169,217020255,0.0577821731567383,7407.40888500214,3525.37522602081,5373,0
228,48.8913990557194,20.4534952837071,0,51.6185,50.689024,11299,9855,168,224514239,0.0600042343139648,7415.43356895447,3525.4849023819,5344,0
229,49.7133024036884,20.1153403948036,0,48.8236,51.175424,11580,10217,167,218153250,0.0577936172485352,7407.58233737946,3525.51463413239,5343,0
230,48.8852970302105,20.4560483570758,0,49.9259,51.651584,10900,9329,168,209741774,0.0576066970825195,7407.67997074127,3525.54615497589,5334,0
231,50.4392012953758,19.8258492267537,0,48.5769,48.780288,11436,10028,170,224709358,0.0578298568725586,7407.73545360565,3525.51329517365,5304,0
232,49.0219034254551,20.3990447151985,0,50.6259,49.629184,11410,10065,169,219459369,0.0577821731567383,7407.82227420807,3525.6054353714,5297,0
233,49.6569015085697,20.1381876359608,0,49.343,48.802816,11426,10189,171,235075436,0.057744026184082,7407.89771366119,3525.65070056915,5287,0
234,48.7281940877438,20.5220000191126,0,49.2145,50.301952,11072,9660,170,208289821,0.0576944351196289,7407.97280597687,3525.6802072525,5258,0
235,48.6436001956463,20.5576889041511,0,49.022,48.930816,11378,10152,169,236207164,0.0601415634155273,7407.97916126251,3525.63385868073,5233,0
236,48.1519997119904,20.7675694878979,0,48.3025,49.565696,11265,9894,173,233123707,0.0576448440551758,7408.13412189484,3525.72586536407,5227,0
237,46.9220019876957,21.31196363408,0,48.1806,48.649216,11178,9964,172,212107117,0.0576066970825195,7416.27584934235,3525.74149036407,5188,0
238,47.9250997304916,20.865892937595,0,46.7682,48.540672,10802,9245,171,211403233,0.0576448440551758,7408.26479816437,3525.72237873077,5175,0
239,46.1627990007401,21.6624646175369,0,48.3084,48.060416,10935,9539,173,209061029,0.0577802658081055,7408.28120708466,3525.75188541412,5154,0
240,46.3450029492378,21.5772993065792,0,45.7044,46.835712,10891,9739,175,211455693,0.0576066970825195,7408.43345928192,3525.84389209747,5123,0
241,46.2008006870747,21.644646524054,0,46.2522,47.840256,10812,9468,174,207695592,0.0576066970825195,7408.48218631744,3525.85951709747,5098,0
242,46.2842956185341,21.6056004879452,0,46.5251,46.05952,10652,9128,176,205008711,0.0599184036254883,7408.5643415451,3525.91716098785,5089,0
243,46.6434024274349,21.4392593155215,0,45.8681,46.236672,10709,9442,169,223331334,0.0577306747436523,7408.58380031586,3525.87204837799,5057,0
244,45.983299612999,21.7470257336059,0,46.7355,46.096384,10586,9230,170,210770242,0.0576562881469727,7408.66285228729,3525.90155506134,5016,0
245,46.1550019681454,21.6661240896527,0,46.2212,46.1824,10673,9478,167,210549166,0.0576066970825195,7408.81210613251,3526.00918674469,4982,0
246,45.0849980115891,22.1803270290253,0,46.1584,46.488576,10410,9131,170,191454326,0.0576066970825195,7408.80502605438,3525.96056842804,4946,0
247,46.8663983047009,21.3372487789337,0,44.9109,45.898752,10691,9522,173,221192125,0.0576925277709961,7408.94272327423,3525.99007511139,4930,0
248,44.5034988224506,22.4701433923108,0,46.6973,46.04928,10455,9092,164,185689898,0.0576066970825195,7409.02942562103,3526.09770679474,4896,0
249,44.4982014596462,22.4728183881064,0,44.6231,44.955648,10520,9457,163,186441171,0.0599679946899414,7409.03462505341,3526.05122470856,4861,0
250,44.6055978536606,22.4187108371631,0,44.473,46.752768,10038,8690,162,184422382,0.0576066970825195,7409.18860816956,3526.08073139191,4831,0
251,44.5269979536533,22.4582847700819,0,44.8617,44.378112,10239,8999,162,194983753,0.0577306747436523,7409.26736164093,3526.18836307526,4824,0
252,42.353805154562,23.6106294664834,0,44.0406,44.383232,10303,9035,163,170163085,0.0576066970825195,7409.33838748932,3526.20224475861,4803,0
253,41.6240990161896,24.0245440414471,0,42.4597,44.485632,10236,8989,163,175492266,0.0576066970825195,7409.41174793243,3526.23175144196,4801,0
254,41.1226972937584,24.3174710271687,0,41.5056,44.422144,9910,8590,167,168443886,0.0576944351196289,7409.49260807037,3526.27688312531,4801,0
255,40.9937016665936,24.3939912558547,0,41.1665,42.24512,10269,9090,168,179557102,0.0576925277709961,7409.55972766876,3526.30638980865,4780,0
256,40.8540032804012,24.4774053875823,0,41.3822,41.51808,10062,8766,166,174820374,0.0599184036254883,7409.64626789093,3526.33803272247,4722,0
257,40.4560938477516,24.7181550389738,0,40.6916,41.008128,10172,9028,165,176036753,0.116230964660645,7409.77959442139,3526.36753940582,4713,0
258,41.40380397439,24.1523701691405,0,40.6401,40.914944,9898,8577,165,162751338,0.0576066970825195,7409.85051250458,3526.39704608917,4702,0
259,40.5538976192474,24.6585423031049,0,41.1965,40.779776,9901,8692,163,179671979,0.0577421188354492,7409.92543697357,3526.41092777252,4702,0
260,40.2229018509388,24.8614583727917,0,40.1131,40.380416,9664,8092,165,161500992,0.0576066970825195,7409.99646282196,3526.45605945587,4718,0
261,40.1040948927402,24.9351095611192,0,40.4382,41.322496,9984,8737,165,169125485,0.0576448440551758,7410.07139492035,3526.46994113922,4728,0
262,40.0919020175934,24.9426929049456,0,39.9511,40.479744,10026,8844,168,164786169,0.0576066970825195,7410.14242076874,3526.51507282257,4732,0
263,40.2491018176079,24.8452749214525,0,40.1078,40.14592,9798,8624,169,166361767,0.0576925277709961,7410.22127437592,3526.54457950592,4750,0
264,40.2629040181637,24.8367579136585,0,40.4492,40.020992,9921,8694,169,153677749,0.0599679946899414,7410.27062511444,3526.576130867,4755,0
265,39.7213995456696,25.1753465748419,0,40.001,40.019968,9896,8607,167,174913870,0.0576448440551758,7410.29414558411,3526.60572910309,4753,0
266,39.8238934576511,25.1105533180326,0,39.6232,40.168448,9854,8679,168,167869152,0.0576448440551758,7410.32574653625,3526.63523578644,4762,0
267,39.4509993493557,25.3479003445405,0,39.8795,40.189952,9954,8750,167,171527363,0.0576925277709961,7410.38346290588,3526.66474246979,4783,0
268,40.6186021864414,24.6192617709972,0,39.4635,39.64416,9902,8646,167,177700981,0.0576066970825195,7410.46233844757,3526.69424915314,4816,0
269,40.7285019755363,24.5528303643638,0,40.7409,39.739392,10018,8935,168,181373332,0.0576066970825195,7410.54332828522,3526.72375583649,4836,0
270,40.5986048281193,24.6313883009936,0,40.7838,39.375872,9881,8409,169,176397127,0.0576562881469727,7410.53624820709,3526.67513751984,4869,0
271,40.2814000844955,24.8253535850881,0,40.5361,40.548352,9900,8657,168,179620157,0.0577306747436523,7410.68928623199,3526.78276920319,4911,0
272,40.8567972481251,24.4757315148066,0,40.4254,40.641536,9802,8295,168,175355227,0.0599184036254883,7410.77361392975,3526.814412117,4926,0
273,40.1774011552334,24.8896138437701,0,40.7025,40.536064,9997,8767,169,164847611,0.0576066970825195,7410.84062671661,3526.84391880035,4956,0
274,39.7722013294697,25.1431896292609,0,40.0415,40.193024,10011,8733,170,172115859,0.0576066970825195,7418.57544708252,3526.84391880035,4983,0
275,39.8407019674778,25.0999593535351,0,40.1052,40.78592,10040,8935,168,169992341,0.0577802658081055,7411.00153827667,3526.88730716705,5021,0
276,40.4730923473835,24.7077735354869,0,39.3217,40.097792,9993,8768,168,184728731,0.0576448440551758,7418.73880386353,3526.90293216705,5063,0
277,40.9727059304714,24.4064915238195,0,40.9242,39.696384,9887,8472,168,186320876,0.0576448440551758,7411.15764331818,3526.96194553375,5098,0
278,41.9893972575665,23.815535952229,0,40.9058,39.76192,10095,8884,167,184784561,0.0576066970825195,7411.22782421112,3526.99136066437,5116,0
279,41.8290048837662,23.9068560865549,0,42.2265,40.384512,10144,8952,168,189026048,0.0576925277709961,7411.25165271759,3527.02095890045,5164,0
280,41.5216982364655,24.0837933531768,0,41.5389,40.861696,10019,8706,170,197761502,0.0600061416625977,7411.28249549866,3527.02095890045,5217,0
281,41.5655970573425,24.0583576514114,0,41.2883,41.853952,10228,9061,169,198373501,0.0576066970825195,7411.33948516846,3527.08210849762,5265,0
282,41.5874011814594,24.0457439414565,0,41.5869,41.751552,10152,8879,170,189029783,0.0576066970825195,7411.34715938568,3527.03349018097,5326,0
283,40.7393015921116,24.5463216333986,0,41.8792,41.402368,10297,9036,167,182542607,0.0577306747436523,7411.4807806015,3527.14112186432,5386,0
284,41.1373004317284,24.3088386818091,0,40.5894,41.442304,10365,9004,168,181643916,0.0576066970825195,7411.55771350861,3527.16712284088,5453,0
285,42.8440980613232,23.3404376623518,0,40.9908,41.483264,10322,8816,175,205575878,0.0576944351196289,7411.64071559906,3527.18451023102,5547,0
286,43.4210039675236,23.0303288414967,0,43.0772,40.614912,10413,9068,174,192813815,0.0576448440551758,7411.74014568329,3527.15151691437,5589,0
287,44.393502175808,22.5258191173965,0,43.4248,41.004032,10643,9303,177,204662127,0.0576925277709961,7411.79969120026,3527.25564289093,5666,0
288,43.9752973616123,22.740039522119,0,44.645,42.748928,10423,8998,176,202483475,0.0599184036254883,7420.11589050293,3527.2897233963,5744,0
289,44.9316948652267,22.2560044307145,0,43.5292,43.302912,10812,9573,177,222272132,0.0576448440551758,7413.26649188995,3527.32029819489,5842,0
290,43.8908003270626,22.7838178513097,0,45.3946,44.070912,10706,9251,185,219414969,0.0576562881469727,7412.00454235077,3527.27167987823,5927,0
291,44.0388023853302,22.7072478322687,0,43.7542,44.126208,11078,9809,184,211909654,0.0578680038452148,7412.16073513031,3527.37944507599,6020,0
292,44.1413000226021,22.6545208113028,0,44.1075,44.826624,10872,9207,184,212369639,0.057744026184082,7421.54654979706,3527.37944507599,6116,0
293,44.488400220871,22.4777693743833,0,43.9429,43.789312,11192,9922,194,215229605,0.0577821731567383,7412.33993244171,3527.43520832062,6219,0
294,45.2896952629089,22.0800779116519,0,44.678,43.951104,11248,9693,197,216927945,0.057744026184082,7421.84373188019,3527.4387254715,6311,0
295,45.3066043555737,22.0718373010662,0,45.236,44.054528,11173,9688,196,226034960,0.0602293014526367,7412.52171421051,3527.50014209747,6421,0
296,46.1236946284771,21.6808303856602,0,45.4767,44.398592,11493,9899,193,232113276,0.057744026184082,7412.6059923172,3527.52626514435,6495,0
297,47.1043027937412,21.2294830979405,0,46.1771,45.19424,11477,9848,195,229335183,0.057744026184082,7412.68502616882,3527.55942249298,6616,0
298,47.3373010754585,21.1249897497523,0,47.1303,45.2352,11885,10329,195,240629916,0.0579195022583008,7412.76626777649,3527.58919620514,6723,0
299,47.8518009185791,20.8978550609103,0,47.2904,46.031872,10246,10229,194,256719255,0.0580053329467773,7422.14546585083,3527.58919620514,6881,0
300,48.0855032801628,20.796288523251,0,47.5816,47.012864,12085,10480,194,235147715,0.0579690933227539,7422.22972869873,3527.6189699173,7007,0
301,48.9149950444698,20.4436287705002,0,48.0916,47.243264,12424,10930,196,260902620,0.0579195022583008,7422.46776866913,3527.64874362946,7186,0
302,50.1272045075893,19.9492473163669,0,49.2178,47.762432,12545,10969,199,253719778,0.0601930618286133,7422.62230396271,3527.67851734161,7330,0
303,49.9065965414047,20.0374313077101,0,50.036,47.996928,12859,11254,199,263336798,0.0580053329467773,7422.7064447403,3527.71042728424,7488,0
304,51.4342039823532,19.4423150855624,0,50.081,48.794624,12911,11111,199,262931954,0.0578813552856445,7415.84856414795,3527.7402009964,7669,0
305,50.5033954977989,19.8006488503052,0,51.3251,50.020352,13324,11629,194,257579031,0.0579690933227539,7422.74401569366,3527.76997470856,7868,0
306,50.9299039840698,19.6348298695553,0,50.6715,49.769472,13551,11629,194,248659523,0.0579671859741211,7413.52845191956,3527.79974842072,8123,0
307,52.056398242712,19.209934489465,0,51.167,51.105792,13788,12019,202,260627292,0.0578813552856445,7413.70826911926,3527.85929584503,8408,0
308,54.2308017611504,18.4397052509811,0,52.1046,50.630656,13922,11614,203,283854318,0.0601930618286133,7413.8007516861,3527.85929584503,8744,0
309,55.6192956864834,17.9793718647002,0,54.4961,50.814976,14677,12665,202,275677855,0.0580167770385742,7413.96173477173,3527.92087650299,9096,0
310,57.0973977446556,17.5139330249705,0,55.2906,51.974144,15036,13052,204,291916854,0.0579195022583008,7414.08539772034,3527.95075321198,9429,0
311,57.3789030313492,17.428008330059,0,57.3697,54.109184,15394,13178,205,302909169,0.0578813552856445,7414.18877220154,3527.90240192413,9496,0
312,58.4656968712807,17.1040465352123,0,57.1527,55.496704,15728,13750,205,303230351,0.0581045150756836,7423.86398029327,3527.98052692413,10004,0
313,60.7602037489414,16.4581409919552,0,59.1213,56.956928,16177,13919,208,307950084,0.0580682754516602,7424.03368759155,3528.0104341507,10285,0
314,59.8951950669289,16.6958300892512,0,60.9427,57.25184,16486,14608,210,305211440,0.0603303909301758,7414.51005363464,3527.99425983429,10555,0
315,59.7972013056278,16.7231906872853,0,59.4975,58.376192,16893,14467,210,327662853,0.0581045150756836,7414.68705940247,3528.08666706085,10831,0
316,60.9587021172047,16.4045487398552,0,60.134,60.6464,17055,14646,207,330361739,0.058018684387207,7414.80027961731,3528.13219928741,11092,0
317,61.2025000154972,16.3392018258533,0,60.8028,59.778048,17663,15395,210,336030275,0.0580682754516602,7424.61291980743,3528.16210651398,11348,0
318,61.8458986282349,16.169220953699,0,61.1264,59.684864,18068,15974,209,318255748,0.0581426620483398,7424.56505393982,3528.19201374054,11608,0
319,62.5373050570488,15.9904556022643,0,62.2871,60.808192,18547,16220,209,315267109,0.060368537902832,7415.11318016052,3528.22405719757,11864,0
320,63.6230036616325,15.7175855028524,0,62.669,61.031424,18696,16194,208,333414283,0.058018684387207,7415.13848304749,3528.17583942413,12106,0
321,65.3265938162804,15.3077015282983,0,63.3887,61.717504,19187,16591,213,352325333,0.0581541061401367,7415.31510639191,3528.25396442413,12345,0
322,66.4926022291183,15.0392670233333,0,65.4226,62.389248,19236,16359,213,343453312,0.058018684387207,7415.45982170105,3528.31377887726,12570,0
323,66.9022053480148,14.94719037733,0,66.6261,63.520768,20061,17490,212,346470833,0.0580568313598633,7415.55045127869,3528.32806110382,12877,0
324,69.6953907608986,14.3481511342789,0,67.133,65.187839,19872,16792,206,361845971,0.0604162216186523,7415.58435630798,3528.29760456085,13152,0
325,69.3109035491943,14.4277443921971,0,69.5318,66.342912,20969,18184,208,365488142,0.0580682754516602,7415.7792224884,3528.40563678741,13404,0
326,70.8948969841003,14.105387588394,0,69.842,66.732032,21340,18667,209,313290190,0.058018684387207,7424.93554496765,3528.43554401398,13708,0
327,72.9663968086243,13.7049387627402,0,71.0869,69.5552,22287,19567,209,375121668,0.0581045150756836,7415.97354316711,3528.46545124054,14014,0
328,74.9669969081879,13.3392031326091,0,73.14,69.183488,22218,19201,218,407115759,0.0580682754516602,7416.07556247711,3528.46545124054,14298,0
329,76.0606974363327,13.1473945638884,0,75.1399,70.755328,23920,21245,219,405565704,0.0603303909301758,7425.27116680145,3528.4953584671,14635,0
330,77.587902545929,12.888607207909,0,75.7373,72.823808,23810,20281,213,400638539,0.0581045150756836,7425.40299034119,3528.5416841507,15012,0
331,78.945092856884,12.6670317788194,0,77.7824,74.781696,25274,21936,213,438582765,0.0580682754516602,7416.4618806839,3528.58721637726,15379,0
332,82.0524990558624,12.1873192347157,0,79.0665,75.906048,25241,21580,213,479649573,0.0581045150756836,7425.60170173645,3528.61712360382,15720,0
333,83.5490003228188,11.9690241192136,0,82.9402,77.42976,26162,22658,213,440845394,0.0603303909301758,7416.75144100189,3528.6950044632,16107,0
334,85.7217982411385,11.6656442179032,0,83.5638,78.768128,26887,23345,221,459588051,0.0581541061401367,7426.25607872009,3528.80303668976,16522,0
335,86.3727033138275,11.5777318716839,0,85.3433,81.883136,28014,24657,220,436975482,0.058018684387207,7417.06411266327,3528.83294391632,16933,0
336,88.6957943439484,11.2744917320674,0,86.8422,83.359744,28776,25341,219,445183834,0.0581045150756836,7417.16513347626,3528.86285114288,17301,0
337,89.8349955677986,11.1315194449506,0,88.7618,85.57568,29512,25924,221,498925928,0.0603799819946289,7417.23989009857,3528.86968708038,17688,0
338,91.1590978503227,10.9698321240732,0,89.8515,86.21056,29863,26236,219,489801469,0.0581045150756836,7426.93792915344,3528.94781208038,18080,0
339,92.8967073559761,10.7646441780551,0,91.385,88.4736,30700,27169,222,522918698,0.058018684387207,7417.76591682434,3528.97771930695,18464,0
340,93.2369977235794,10.7253560755432,0,92.7808,89.6768,30639,26511,222,525976727,0.0581541061401367,7417.9325056076,3529.02190876007,18807,0
341,94.6571975946426,10.5644369938182,0,93.3914,90.98752,31760,27904,222,481818478,0.0603303909301758,7417.97528362274,3528.9914522171,19159,0
342,95.8950072526932,10.4280715821304,0,95.2257,92.612608,32022,28035,225,471664821,0.0581045150756836,7418.16837120056,3529.10830402374,19514,0
343,96.4832976460457,10.3644882005231,0,95.3234,92.996608,33217,29549,225,525978503,0.0580682754516602,7418.26010036469,3529.13821125031,19869,0
344,96.8000963330269,10.3305682316642,0,96.7365,94.478336,32629,27550,226,504124124,0.0581045150756836,7418.36402797699,3529.16811847687,20204,0
345,99.6973961591721,10.0303522310999,0,96.7664,95.715328,33664,29128,227,529667332,0.0603303909301758,7418.38346004486,3529.1220369339,20567,0
346,101.228907704353,9.87860110987837,0,100.4232,96.268288,33888,29216,227,540950201,0.0581541061401367,7418.53901958466,3529.23006916046,20911,0
347,103.271499276161,9.6832137328216,0,101.0064,96.56832,34962,30213,227,536076768,0.058018684387207,7418.62799358368,3529.25997638702,21240,0
